NA	0.025215	0.025215	0.025215	-0.062646	0.075603	0.081656	0.073809	-0.030920	0.089624	0.048737	0.030834	-0.034700	0.036232	0.024195	0.029582	-0.011828	0.085414	0.083871	0.012041	-0.059939	0.061832	0.089003	0.081700	-0.049477	0.089467	0.087966	0.025215	-0.017123	0.026022	0.025215	0.035698	-0.017049	0.025215	0.033296	0.032593	0.005089	0.033269	0.025215	0.054900	-0.021447	0.025452	0.025215	0.086383	-0.022157	0.088113	0.087976	0.085762	-0.042519	0.087289	0.088058	0.087976	-0.031027	0.087415	0.087814	0.012041	-0.011713	0.012041	0.017813	0.019448	-0.015041	0.019164	-0.007610	0.029347	-0.017468	0.029347	-0.007610	0.029347	-0.022711	0.019151	-0.007610	-0.007597	-0.015384	-0.007610	0.029347	0.029347	-0.006420	0.019771	0.019168	0.019167	-0.012036	0.019166	0.045325	0.026978	0.000929	0.067575	0.032253	0.028940	-0.018031	0.041780	0.057450	0.053417	0.002852	0.046475	0.082605	0.067957	-0.047383	0.043361	0.045967	0.047135	-0.028532	0.042107	0.063503	0.084597	0.006973	0.033848	0.032589	0.033168	-0.015691	0.032736	0.065108	
0.025215	NA	0.813561	0.813561	-0.158942	0.413184	0.400170	0.443094	-0.161331	0.353563	0.385659	0.347148	-0.178566	0.356418	0.320978	0.344700	-0.127707	0.398267	0.392781	0.149733	-0.161899	0.425431	0.312875	0.395383	-0.164607	0.348019	0.299492	0.813561	-0.584843	0.816256	0.813561	0.824710	-0.529777	0.813561	0.291899	0.285437	-0.132025	0.298249	0.813561	0.806539	-0.525649	0.814346	0.813561	0.482027	-0.190150	0.315113	0.300744	0.420171	-0.163368	0.401331	0.316959	0.301149	-0.147597	0.425507	0.315778	0.149733	-0.161697	0.149733	0.196784	0.283422	-0.177065	0.281276	0.023155	0.262521	-0.138703	0.262521	0.023155	0.262521	-0.164656	0.281261	0.023155	0.023312	-0.136146	0.023155	0.262521	0.262521	-0.140069	0.306338	0.281281	0.281280	-0.193265	0.281278	0.393420	0.318194	-0.181018	0.417541	0.350949	0.337844	-0.139558	0.329215	0.359788	0.351305	-0.127346	0.330439	0.397101	0.400940	-0.126765	0.321382	0.326918	0.334309	-0.134846	0.323145	0.497762	0.380808	-0.130284	0.302001	0.285404	0.297394	-0.116024	0.287820	0.377285	
0.025215	0.813561	NA	0.813565	-0.158181	0.411400	0.398507	0.440717	-0.160451	0.351969	0.382896	0.344454	-0.177408	0.353718	0.318195	0.342105	-0.127106	0.396433	0.390917	0.149256	-0.161197	0.422844	0.311457	0.393514	-0.163998	0.346464	0.298130	0.813565	-0.584776	0.816200	0.813565	0.824376	-0.529671	0.813565	0.290592	0.284196	-0.131370	0.296975	0.813565	0.806027	-0.525540	0.814331	0.813565	0.480636	-0.189507	0.313755	0.299370	0.418229	-0.162689	0.399786	0.315620	0.299789	-0.147012	0.424211	0.314246	0.149256	-0.161174	0.149256	0.196080	0.280875	-0.175995	0.278743	0.016797	0.260330	-0.137400	0.260330	0.016797	0.260330	-0.163490	0.278720	0.016797	0.016954	-0.135055	0.016797	0.260330	0.260330	-0.138812	0.303848	0.278751	0.278750	-0.191436	0.278747	0.390739	0.315445	-0.179152	0.414885	0.348221	0.334891	-0.138840	0.327828	0.358174	0.349851	-0.126759	0.328975	0.394779	0.399127	-0.126226	0.319981	0.325487	0.332855	-0.134076	0.321690	0.495759	0.379128	-0.129773	0.300600	0.284163	0.296021	-0.115431	0.286572	0.375645	
0.025215	0.813561	0.813565	NA	-0.158181	0.411400	0.398507	0.440717	-0.160451	0.351969	0.382896	0.344454	-0.177408	0.353718	0.318195	0.342105	-0.127106	0.396433	0.390917	0.149256	-0.161197	0.422844	0.311457	0.393514	-0.163998	0.346464	0.298130	0.813565	-0.584776	0.816200	0.813565	0.824376	-0.529671	0.813565	0.290592	0.284196	-0.131370	0.296975	0.813565	0.806027	-0.525540	0.814331	0.813565	0.480636	-0.189507	0.313755	0.299370	0.418229	-0.162689	0.399786	0.315620	0.299789	-0.147012	0.424211	0.314246	0.149256	-0.161174	0.149256	0.196080	0.280875	-0.175995	0.278743	0.016797	0.260330	-0.137400	0.260330	0.016797	0.260330	-0.163490	0.278720	0.016797	0.016954	-0.135055	0.016797	0.260330	0.260330	-0.138812	0.303848	0.278751	0.278750	-0.191436	0.278747	0.390739	0.315445	-0.179152	0.414885	0.348221	0.334891	-0.138840	0.327828	0.358174	0.349851	-0.126759	0.328975	0.394779	0.399127	-0.126226	0.319981	0.325487	0.332855	-0.134076	0.321690	0.495759	0.379128	-0.129773	0.300600	0.284163	0.296021	-0.115431	0.286572	0.375645	
-0.062646	-0.158942	-0.158181	-0.158181	NA	0.013657	0.019725	0.012783	-0.022982	0.031394	0.002141	-0.005496	-0.000807	-0.000683	-0.008295	-0.003463	0.000288	0.023714	0.021760	0.001344	-0.019121	0.007021	0.037596	0.019322	0.024807	0.033179	0.038925	0.004969	0.000525	0.004872	0.004969	0.007986	-0.007922	0.004969	-0.013141	-0.013131	-0.005434	-0.012447	0.004969	0.016604	-0.001286	0.004921	0.004969	0.034571	-0.015985	0.038729	0.038826	0.024811	0.015576	0.035563	0.038825	0.038917	-0.042324	0.036814	0.037451	0.001344	0.000748	0.001344	-0.001043	-0.008177	0.002756	-0.008162	-0.009768	-0.003967	-0.008917	-0.003967	-0.009768	-0.003967	-0.004936	-0.008171	-0.009768	-0.009766	0.011987	-0.009768	-0.003967	-0.003967	0.005827	-0.007939	-0.008158	-0.008159	-0.006242	-0.008160	-0.001078	-0.005963	0.015088	0.015947	-0.003161	-0.007910	0.012337	-0.008412	0.000753	0.004441	0.000367	-0.005804	0.024845	0.007423	-0.002356	-0.007353	-0.005906	-0.005136	0.018221	-0.008492	0.004457	0.023553	0.004881	-0.013234	-0.013131	-0.013399	-0.002871	-0.013042	0.006685	
0.075603	0.413184	0.411400	0.411400	0.013657	NA	0.885987	0.878760	-0.315795	0.796323	0.689531	0.541195	-0.311902	0.542008	0.468381	0.493106	-0.312471	0.867961	0.878940	0.246043	-0.348736	0.810744	0.689954	0.890351	-0.337580	0.771676	0.655569	0.379108	-0.254066	0.391363	0.379108	0.466436	-0.276045	0.379108	0.725114	0.718491	-0.319906	0.730354	0.379108	0.604965	-0.258920	0.382049	0.379108	0.715142	-0.352592	0.661149	0.657092	0.853445	-0.362780	0.703409	0.660222	0.656019	-0.318956	0.696272	0.674656	0.246043	-0.269524	0.246043	0.367917	0.412660	-0.237514	0.409417	0.021620	0.391637	-0.199442	0.391637	0.021620	0.391637	-0.232920	0.409380	0.021620	0.021884	-0.210322	0.021620	0.391637	0.391637	-0.229191	0.418127	0.409430	0.409428	-0.283685	0.409423	0.699753	0.478790	-0.280896	0.718557	0.516836	0.496766	-0.305804	0.782359	0.859734	0.781457	-0.302479	0.806761	0.788425	0.899195	-0.320782	0.789790	0.802903	0.812525	-0.329945	0.785552	0.896359	0.866667	-0.314160	0.735600	0.718455	0.730449	-0.312448	0.721338	0.883692	
0.081656	0.400170	0.398507	0.398507	0.019725	0.885987	NA	0.866370	-0.312958	0.818612	0.661254	0.501899	-0.298838	0.511150	0.425312	0.458182	-0.299593	0.875562	0.883498	0.238733	-0.351118	0.789196	0.725193	0.891146	-0.343897	0.797325	0.694131	0.369372	-0.248053	0.380981	0.369372	0.459119	-0.270308	0.369372	0.681939	0.675704	-0.300232	0.687974	0.369372	0.608699	-0.251830	0.372112	0.369372	0.742689	-0.363142	0.699070	0.695366	0.861843	-0.371513	0.732977	0.698332	0.694540	-0.333401	0.728899	0.709213	0.238733	-0.261477	0.238733	0.352832	0.371060	-0.222826	0.367941	0.029153	0.368094	-0.187542	0.368094	0.029153	0.368094	-0.218216	0.367920	0.029153	0.029405	-0.193971	0.029153	0.368094	0.368094	-0.215103	0.376704	0.367949	0.367947	-0.259805	0.367945	0.665959	0.439739	-0.255542	0.713104	0.481968	0.454943	-0.290905	0.745468	0.835188	0.764222	-0.285964	0.773603	0.796977	0.882857	-0.312776	0.754614	0.769785	0.780241	-0.321548	0.748274	0.871795	0.875443	-0.298475	0.691326	0.675671	0.685947	-0.294631	0.678563	0.867587	
0.073809	0.443094	0.440717	0.440717	0.012783	0.878760	0.866370	NA	-0.326238	0.764076	0.788793	0.673657	-0.359658	0.680214	0.623585	0.636325	-0.288881	0.838954	0.846161	0.238305	-0.343559	0.865099	0.673467	0.853266	-0.320498	0.744332	0.643790	0.406215	-0.273689	0.420177	0.406215	0.500820	-0.294600	0.406215	0.647483	0.636659	-0.289265	0.650515	0.406215	0.619358	-0.275035	0.409997	0.406215	0.727325	-0.348190	0.650705	0.646217	0.845157	-0.349422	0.715095	0.649121	0.644304	-0.315036	0.694503	0.675156	0.238305	-0.260163	0.238305	0.346778	0.563695	-0.298544	0.559917	0.004461	0.485671	-0.243551	0.485671	0.004461	0.485671	-0.288833	0.559838	0.004461	0.004729	-0.272592	0.004461	0.485671	0.485671	-0.285713	0.568158	0.559944	0.559940	-0.373847	0.559929	0.788711	0.630022	-0.373690	0.812478	0.662525	0.653145	-0.294128	0.704669	0.789702	0.724102	-0.266202	0.729655	0.829204	0.845856	-0.290259	0.710036	0.723664	0.734199	-0.301445	0.711070	0.884344	0.819442	-0.273766	0.665309	0.636602	0.659461	-0.277560	0.639663	0.815420	
-0.030920	-0.161331	-0.160451	-0.160451	-0.022982	-0.315795	-0.312958	-0.326238	NA	0.045981	0.029513	0.020446	-0.029970	0.023412	0.015839	0.020182	-0.022775	0.044114	0.043410	0.004330	0.031267	0.035229	0.046114	0.042274	-0.015988	0.045873	0.045740	0.004576	0.006298	0.004839	0.004576	0.009742	-0.008568	0.004576	0.015876	0.015742	-0.001085	0.015841	0.004576	0.021056	-0.010886	0.004644	0.004576	0.043324	-0.036387	0.045595	0.045772	0.044462	-0.019151	0.045096	0.045592	0.045727	-0.034386	0.044186	0.046040	0.004330	-0.004180	0.004330	0.006975	0.015265	-0.014382	0.015217	-0.005151	0.008163	-0.012758	0.008163	-0.005151	0.008163	-0.009986	0.015208	-0.005151	-0.005146	0.003624	-0.005151	0.008163	0.008163	-0.001873	0.015245	0.015220	0.015219	0.000126	0.015218	0.027720	0.018167	-0.020129	0.037397	0.020875	0.015076	-0.018516	0.020477	0.029322	0.026060	-0.008645	0.023160	0.043735	0.034205	0.005407	0.021557	0.023009	0.023536	-0.015781	0.020726	0.032793	0.043147	-0.021161	0.016312	0.015741	0.016370	-0.004688	0.015780	0.032949	
0.089624	0.353563	0.351969	0.351969	0.031394	0.796323	0.818612	0.764076	0.045981	NA	0.642206	0.476741	-0.290988	0.505692	0.403199	0.447349	-0.259730	0.869885	0.870155	0.222170	-0.350048	0.762221	0.781469	0.868251	-0.345051	0.829445	0.759356	0.344657	-0.232321	0.355725	0.344657	0.442248	-0.255832	0.344657	0.550891	0.543790	-0.243269	0.558348	0.344657	0.606325	-0.233662	0.347315	0.344657	0.793358	-0.378169	0.763285	0.760395	0.866583	-0.379324	0.788918	0.762630	0.759678	-0.357477	0.784718	0.771662	0.222170	-0.242405	0.222170	0.312866	0.351694	-0.216355	0.348682	0.032389	0.353533	-0.177622	0.353533	0.032389	0.353533	-0.208952	0.348669	0.032389	0.032623	-0.185699	0.032389	0.353533	0.353533	-0.207458	0.356803	0.348687	0.348686	-0.249227	0.348684	0.630815	0.424309	-0.243698	0.736035	0.471771	0.433596	-0.252144	0.627143	0.745740	0.698358	-0.233212	0.663329	0.823963	0.817523	-0.279784	0.639211	0.658742	0.671526	-0.288580	0.630714	0.806672	0.864645	-0.245185	0.561275	0.543752	0.555245	-0.239728	0.546821	0.796920	
