resid.,emp. dist.,fit dist.,long. lat. (i),long. lat. (j)
-0.07327278818617222,0.18433708514218505,0.19985634433072533,"(-6.012, 37.534)","(-4.676, 50.196)"
-0.06238971756872366,0.18518224829024188,0.1903898229083119,"(-6.012, 37.534)","(-8.873, 42.835)"
-0.06537783259393795,0.12529064027335401,0.1367254374715659,"(-6.012, 37.534)","(-2.795, 43.055)"
-0.06369563892646932,0.18497833855371315,0.1914291049152251,"(-6.012, 37.534)","(-3.923, 41.231)"
-0.05283055921020871,0.14113660518964455,0.13983635816436418,"(-6.012, 37.534)","(-4.994, 39.39)"
-0.0437346041224215,0.09395707391448216,0.08676423144512092,"(-7.912, 33.785)","(11.25, 60.177)"
-0.04481845521472769,0.08815355094058397,0.08231321661856562,"(-7.912, 33.785)","(-3.393, 59.851)"
-0.040649848509733605,0.09270277100542312,0.08267216439085949,"(-7.912, 33.785)","(-20.259, 63.678)"
-0.04158515921652815,0.06326862882330708,0.05579556690303379,"(-7.912, 33.785)","(9.22, 56.733)"
-0.04734324135807258,0.16043839916114067,0.1528644752816128,"(-7.912, 33.785)","(-4.186, 55.69)"
-0.03938466648507864,0.07863723624049435,0.06821411530522253,"(-7.912, 33.785)","(-9.342, 53.768)"
-0.044303078061272455,0.13327907817325624,0.12438403094612346,"(-7.912, 33.785)","(0.243, 51.961)"
-0.04236935367951025,0.1332939006576792,0.12257435836505391,"(-7.912, 33.785)","(-4.676, 50.196)"
-0.04543106945419126,0.12191383119340138,0.11472950886410987,"(-7.912, 33.785)","(-8.873, 42.835)"
-0.037500107505396674,0.07268729642473826,0.06082557831112922,"(-7.912, 33.785)","(-2.795, 43.055)"
-0.04754505679545615,0.12248208844031883,0.11725907251386519,"(-7.912, 33.785)","(-3.923, 41.231)"
-0.037648876234818926,0.08262300102911002,0.07033601493740972,"(-7.912, 33.785)","(-4.994, 39.39)"
-0.03884248345640373,0.1400383521791131,0.12560878584726085,"(-7.912, 33.785)","(-6.012, 37.534)"
-0.03450935293817595,0.1340202570022635,0.11584678115758981,"(-9.655, 30.0)","(11.25, 60.177)"
-0.03572578504413637,0.12826875960361672,0.11156986459144612,"(-9.655, 30.0)","(-3.393, 59.851)"
-0.031710732035121786,0.13273966749785782,0.11199977092896389,"(-9.655, 30.0)","(-20.259, 63.678)"
-0.03206320904305385,0.103656398895982,0.08490441714767974,"(-9.655, 30.0)","(9.22, 56.733)"
-0.03985607655057716,0.1990122026479808,0.18218157467769586,"(-9.655, 30.0)","(-4.186, 55.69)"
-0.030644160206372506,0.11858508475824969,0.09764504747344346,"(-9.655, 30.0)","(-9.342, 53.768)"
-0.03470667924325807,0.1739728836509471,0.15371128537868178,"(-9.655, 30.0)","(0.243, 51.961)"
-0.032902632674161464,0.1740464536563726,0.15207931242904776,"(-9.655, 30.0)","(-4.676, 50.196)"
-0.04073858479368608,0.15886560488813473,0.14515250804452098,"(-9.655, 30.0)","(-8.873, 42.835)"
-0.029835331556027772,0.11214641697833638,0.09081009901181356,"(-9.655, 30.0)","(-2.795, 43.055)"
-0.04056958478352804,0.16170510984614417,0.14767100030743366,"(-9.655, 30.0)","(-3.923, 41.231)"
-0.03193915677325446,0.12135663374861938,0.1014801137709091,"(-9.655, 30.0)","(-4.994, 39.39)"
-0.03337441239130293,0.18023775374851603,0.158363110914557,"(-9.655, 30.0)","(-6.012, 37.534)"
-0.05154457007057238,0.049962907028657355,0.0526397374334065,"(-9.655, 30.0)","(-7.912, 33.785)"
-0.16035421650898196,0.2519780753834393,0.34577152578966364,"(-15.471, 27.466)","(11.25, 60.177)"
-0.15653095967552383,0.2513763825483881,0.341598456755328,"(-15.471, 27.466)","(-3.393, 59.851)"
-0.15224117151128946,0.2561603000834358,0.3420644588866001,"(-15.471, 27.466)","(-20.259, 63.678)"
-0.1526625771631842,0.22688534169798924,0.3148533318765346,"(-15.471, 27.466)","(9.22, 56.733)"
-0.16020008536642028,0.322624072174289,0.4122507953286808,"(-15.471, 27.466)","(-4.186, 55.69)"
-0.15222781111002637,0.24101998842269623,0.32777337664255657,"(-15.471, 27.466)","(-9.342, 53.768)"
-0.16031632322406253,0.2923423108792873,0.38380237869315853,"(-15.471, 27.466)","(0.243, 51.961)"
-0.15765574321264308,0.29336887111953747,0.3822613719429381,"(-15.471, 27.466)","(-4.676, 50.196)"
-0.15120022715663073,0.2928769169713723,0.37570937136712373,"(-15.471, 27.466)","(-8.873, 42.835)"
-0.1478894652184377,0.2384934960939349,0.32129930440464183,"(-15.471, 27.466)","(-2.795, 43.055)"
-0.15507640017332275,0.2918156182621825,0.3783640150779395,"(-15.471, 27.466)","(-3.923, 41.231)"
-0.15108676103124757,0.24713751183472343,0.3324665750567595,"(-15.471, 27.466)","(-4.994, 39.39)"
-0.14701522001646838,0.3120462251961884,0.38984072370826695,"(-15.471, 27.466)","(-6.012, 37.534)"
-0.10849856079196435,0.24106905588031502,0.2865795931728253,"(-15.471, 27.466)","(-7.912, 33.785)"
-0.07666179491859337,0.27689388587103547,0.2903406454156325,"(-15.471, 27.466)","(-9.655, 30.0)"
-0.052885387452774546,0.12013332895483053,0.12008035500438013,"(-12.981, 27.809)","(11.25, 60.177)"
-0.05465344861415508,0.11391196879790311,0.11588055036677955,"(-12.981, 27.809)","(-3.393, 59.851)"
-0.048566327551245625,0.12048377471498739,0.11633764558997783,"(-12.981, 27.809)","(-20.259, 63.678)"
-0.04956917523407192,0.09065800090732612,0.08915540183555085,"(-12.981, 27.809)","(9.22, 56.733)"
-0.05762334647248038,0.18584749087746033,0.1865221422183736,"(-12.981, 27.809)","(-4.186, 55.69)"
-0.047981333529383524,0.10589758443015196,0.10203004794767388,"(-12.981, 27.809)","(-9.342, 53.768)"
-0.053087913855142416,0.16021039330782738,0.1580671176772195,"(-12.981, 27.809)","(0.243, 51.961)"
-0.05237357514501989,0.15926686017205682,0.15650361657974288,"(-12.981, 27.809)","(-4.676, 50.196)"
-0.058850536033447365,0.1457508881701468,0.14986528586175443,"(-12.981, 27.809)","(-8.873, 42.835)"
-0.04769501718012978,0.0992184348269669,0.09546107599242146,"(-12.981, 27.809)","(-2.795, 43.055)"
-0.059425391217769324,0.14794406465641785,0.15247575335086902,"(-12.981, 27.809)","(-3.923, 41.231)"
-0.051065783531770104,0.10756211318002418,0.10650870141503527,"(-12.981, 27.809)","(-4.994, 39.39)"
-0.05129756145030373,0.16805016125254202,0.16377218339693633,"(-12.981, 27.809)","(-6.012, 37.534)"
-0.06506847266033915,0.044274176882599825,0.060028909729808566,"(-12.981, 27.809)","(-7.912, 33.785)"
-0.05160049402943699,0.05858828076826139,0.060826871145038694,"(-12.981, 27.809)","(-9.655, 30.0)"
-0.053351946080121615,0.2646531724990906,0.25681372162499677,"(-12.981, 27.809)","(-15.471, 27.466)"
0.11350104232357772,0.36702830474023074,0.1960061271641619,"(-16.201, 12.895)","(11.25, 60.177)"
0.11395545695722287,0.3643733251879251,0.19307372847830168,"(-16.201, 12.895)","(-3.393, 59.851)"
0.1159550507432957,0.3673793623741748,0.19402288227726552,"(-16.201, 12.895)","(-20.259, 63.678)"
0.11562301649801829,0.3366091844427075,0.1653173637075397,"(-16.201, 12.895)","(9.22, 56.733)"
0.10786842789666967,0.4336790885649897,0.2641749502102774,"(-16.201, 12.895)","(-4.186, 55.69)"
0.11726147718268251,0.35432045838468706,0.18047526703378405,"(-16.201, 12.895)","(-9.342, 53.768)"
0.10955812816366817,0.40534171800432084,0.23585710507082003,"(-16.201, 12.895)","(0.243, 51.961)"
0.11159526739067605,0.4070034467768533,0.23550306403982565,"(-16.201, 12.895)","(-4.676, 50.196)"
0.09766651039516167,0.3923666444960716,0.23483532269219315,"(-16.201, 12.895)","(-8.873, 42.835)"
0.11838950333644821,0.35234776937280454,0.17755105333387536,"(-16.201, 12.895)","(-2.795, 43.055)"
0.09815223313783128,0.3949216526607602,0.23678681854293318,"(-16.201, 12.895)","(-3.923, 41.231)"
0.10406817275668945,0.3553420335986841,0.1938809955722589,"(-16.201, 12.895)","(-4.994, 39.39)"
0.09831029476923708,0.41521751121673756,0.25577831518383815,"(-16.201, 12.895)","(-6.012, 37.534)"
0.018561098162923312,0.24013876827056357,0.16587519589657454,"(-16.201, 12.895)","(-7.912, 33.785)"
-0.05457574964519474,0.18622285588225207,0.18400202137940094,"(-16.201, 12.895)","(-9.655, 30.0)"
0.03873576754815122,0.5086639131991406,0.4000888608627588,"(-16.201, 12.895)","(-15.471, 27.466)"
0.0011397563570297309,0.23643492367100638,0.17881185441446268,"(-16.201, 12.895)","(-12.981, 27.809)"
-0.04843429889390924,0.17165458886453777,0.1644711592440228,"(-8.807, 26.434)","(11.25, 60.177)"
-0.04900510306890163,0.16674007041699568,0.16037470145744526,"(-8.807, 26.434)","(-3.393, 59.851)"
-0.04632326477463877,0.16995645845982477,0.16087882312439408,"(-8.807, 26.434)","(-20.259, 63.678)"
-0.045804261223989784,0.14150421711672934,0.1335567033243362,"(-8.807, 26.434)","(9.22, 56.733)"
-0.05125624826403169,0.23942878903914355,0.23104877654552675,"(-8.807, 26.434)","(-4.186, 55.69)"
-0.04452746501827007,0.15664435397762855,0.14663090346999905,"(-8.807, 26.434)","(-9.342, 53.768)"
-0.04890085321956544,0.21160503362639904,0.20258750857861502,"(-8.807, 26.434)","(0.243, 51.961)"
-0.04794326044986863,0.2110252023732464,0.20113759907386847,"(-8.807, 26.434)","(-4.676, 50.196)"
-0.05405017217574415,0.19859137048729636,0.19517082508079495,"(-8.807, 26.434)","(-8.873, 42.835)"
-0.043995449680095194,0.15045418463172577,0.1402913645261223,"(-8.807, 26.434)","(-2.795, 43.055)"
-0.0579231131987184,0.19718008081374983,0.19749235228204962,"(-8.807, 26.434)","(-3.923, 41.231)"
-0.04774956667360078,0.1588993863654995,0.1517962635723412,"(-8.807, 26.434)","(-4.994, 39.39)"
-0.04774922434961759,0.2200829852879158,0.20949679638241117,"(-8.807, 26.434)","(-6.012, 37.534)"
-0.06290242580165556,0.09644601943187592,0.10718823427960021,"(-8.807, 26.434)","(-7.912, 33.785)"
-0.04920659463613927,0.11174294876499502,0.10869819341692201,"(-8.807, 26.434)","(-9.655, 30.0)"
-0.08209465258629312,0.31645089972299356,0.33276956636665184,"(-8.807, 26.434)","(-15.471, 27.466)"
-0.05963714061525452,0.0935070045742652,0.10133710051922128,"(-8.807, 26.434)","(-12.981, 27.809)"
0.016018441547473117,0.29561256527401714,0.22058918909789735,"(-8.807, 26.434)","(-16.201, 12.895)"
-0.06443788268188816,0.10989024339470266,0.1213152293763512,"(-0.919, 41.31)","(11.25, 60.177)"
-0.06130186499829682,0.1080769219179123,0.11664762058125017,"(-0.919, 41.31)","(-3.393, 59.851)"
-0.06053038277517386,0.10927452491793144,0.11704948535987297,"(-0.919, 41.31)","(-20.259, 63.678)"
-0.06017911805562401,0.08118645355554488,0.09022899661958575,"(-0.919, 41.31)","(9.22, 56.733)"
-0.0642364618219714,0.17978321866984803,0.18703974365831338,"(-0.919, 41.31)","(-4.186, 55.69)"
-0.05660514396447222,0.09769024612033661,0.10242281330317853,"(-0.919, 41.31)","(-9.342, 53.768)"
-0.06130117190448017,0.15215127754527202,0.15821248574963648,"(-0.919, 41.31)","(0.243, 51.961)"
-0.06094595907318748,0.15049093493077237,0.15631166141310657,"(-0.919, 41.31)","(-4.676, 50.196)"
-0.054430741765070956,0.15361618804423838,0.15311466355596073,"(-0.919, 41.31)","(-8.873, 42.835)"
-0.049103534336079446,0.09092464322108462,0.08896773081283767,"(-0.919, 41.31)","(-2.795, 43.055)"
-0.053554468213636935,0.14925384934717734,0.14817424791402406,"(-0.919, 41.31)","(-3.923, 41.231)"
-0.05428571937014062,0.10940664662439215,0.11128488680072342,"(-0.919, 41.31)","(-4.994, 39.39)"
-0.06928231418860445,0.16722365469853617,0.1799537337419619,"(-0.919, 41.31)","(-6.012, 37.534)"
-0.04397903364408909,0.11217157604516537,0.10417242856734771,"(-0.919, 41.31)","(-7.912, 33.785)"
-0.035490257790981056,0.15248295398460598,0.1341835982544359,"(-0.919, 41.31)","(-9.655, 30.0)"
-0.1520945444928729,0.2803940035417325,0.3647804308973734,"(-0.919, 41.31)","(-15.471, 27.466)"
-0.05681599300540713,0.13616830574626082,0.13890944000514904,"(-0.919, 41.31)","(-12.981, 27.809)"
0.11044260304803788,0.3908197274209453,0.22132761913574783,"(-0.919, 41.31)","(-16.201, 12.895)"
-0.05008930465528727,0.1903418895132445,0.1836555241128528,"(-0.919, 41.31)","(-8.807, 26.434)"
-0.05518429324924004,0.05840132245661778,0.06403035427373605,"(0.306, 43.092)","(11.25, 60.177)"
-0.05381816637469561,0.05482302365196645,0.059367379270592886,"(0.306, 43.092)","(-3.393, 59.851)"
-0.05174850548786307,0.0574046504829715,0.05985020266708598,"(0.306, 43.092)","(-20.259, 63.678)"
-0.05090683069825783,0.02966552660888766,0.032896303794785205,"(0.306, 43.092)","(9.22, 56.733)"
-0.05753596667915209,0.12569524362913587,0.12971152490526577,"(0.306, 43.092)","(-4.186, 55.69)"
-0.04989894328774551,0.043730387093888545,0.04521003708017593,"(0.306, 43.092)","(-9.342, 53.768)"
-0.05307025714974087,0.09936496730390854,0.10066853355410696,"(0.306, 43.092)","(0.243, 51.961)"
-0.050709121954686215,0.09984474643655261,0.09889426959298717,"(0.306, 43.092)","(-4.676, 50.196)"
-0.05265486249894441,0.097919699424585,0.09891378519096727,"(0.306, 43.092)","(-8.873, 42.835)"
-0.051124572711769165,0.030538915405951883,0.0339253243575335,"(0.306, 43.092)","(-2.795, 43.055)"
-0.053190235543626396,0.0966556426250893,0.09822658017377194,"(0.306, 43.092)","(-3.923, 41.231)"
-0.05564031535335323,0.05406155441148197,0.06036768212199429,"(0.306, 43.092)","(-4.994, 39.39)"
-0.06901145543645057,0.11252243255681549,0.12811081897079785,"(0.306, 43.092)","(-6.012, 37.534)"
-0.03857010590916497,0.06166452561230784,0.05143934582130985,"(0.306, 43.092)","(-7.912, 33.785)"
-0.029829445961242318,0.10192093884742981,0.08116113340965939,"(0.306, 43.092)","(-9.655, 30.0)"
-0.1511820816399495,0.22488215561978997,0.31156795127212056,"(0.306, 43.092)","(-15.471, 27.466)"
-0.04870196044999292,0.08791082286896224,0.08574675046204439,"(0.306, 43.092)","(-12.981, 27.809)"
0.11956984639711646,0.34173849820084623,0.16643253724519175,"(0.306, 43.092)","(-16.201, 12.895)"
-0.045416735573788586,0.13854239091625065,0.13039800604182553,"(0.306, 43.092)","(-8.807, 26.434)"
-0.05081975344151207,0.07813943413252744,0.07852881900584552,"(0.306, 43.092)","(-0.919, 41.31)"
-0.057744901874189375,0.07972862936162617,0.08655850217614444,"(2.972, 46.575)","(11.25, 60.177)"
-0.055513112332103515,0.07722663181510914,0.08209417562003216,"(2.972, 46.575)","(-3.393, 59.851)"
-0.054461462137700284,0.0791707676368576,0.08293585844448759,"(2.972, 46.575)","(-20.259, 63.678)"
-0.052821008605777445,0.05145107412092109,0.05524697389944895,"(2.972, 46.575)","(9.22, 56.733)"
-0.05803223257341428,0.14919874436024827,0.15234515702279697,"(2.972, 46.575)","(-4.186, 55.69)"
-0.05245810186268074,0.06579564909362468,0.0684327660797659,"(2.972, 46.575)","(-9.342, 53.768)"
-0.0523406075388875,0.12317067036114882,0.12243103285598747,"(2.972, 46.575)","(0.243, 51.961)"
-0.05243298269777394,0.12259758375270913,0.12197768485999612,"(2.972, 46.575)","(-4.676, 50.196)"
-0.05583347400050265,0.12536601248080625,0.1277954525374767,"(2.972, 46.575)","(-8.873, 42.835)"
-0.04908927867094033,0.06784502012390625,0.06718842086236008,"(2.972, 46.575)","(-2.795, 43.055)"
-0.05727948328860272,0.12621640760687747,0.12996113912579854,"(2.972, 46.575)","(-3.923, 41.231)"
-0.05927817488992185,0.08288686519185706,0.09098295708661051,"(2.972, 46.575)","(-4.994, 39.39)"
-0.07161093687002582,0.1415864525028505,0.15797194441279805,"(2.972, 46.575)","(-6.012, 37.534)"
-0.043989348323280913,0.08704988072669995,0.0804904586455363,"(2.972, 46.575)","(-7.912, 33.785)"
-0.03426194331121843,0.12794429219406123,0.10988335105675337,"(2.972, 46.575)","(-9.655, 30.0)"
-0.1543827124588365,0.25189571107275643,0.3400622607161408,"(2.972, 46.575)","(-15.471, 27.466)"
-0.05272937342560444,0.11416164533087336,0.11430146321230586,"(2.972, 46.575)","(-12.981, 27.809)"
0.1107159775940586,0.3607865773670955,0.19274622752216702,"(2.972, 46.575)","(-16.201, 12.895)"
-0.04851215403832734,0.16558571235385422,0.15882116373661004,"(2.972, 46.575)","(-8.807, 26.434)"
-0.05571309689441706,0.10976217588348902,0.1129663054938559,"(2.972, 46.575)","(-0.919, 41.31)"
-0.046733388169419576,0.05663108315325527,0.05439102630024901,"(2.972, 46.575)","(0.306, 43.092)"
0.1270969045381541,0.3618423298440403,0.17829340527431495,"(-13.488, 7.845)","(11.25, 60.177)"
0.1262034000027198,0.35790901628193694,0.1754266307639147,"(-13.488, 7.845)","(-3.393, 59.851)"
0.12816163456695828,0.36090037820280063,0.1764009495931524,"(-13.488, 7.845)","(-20.259, 63.678)"
0.1293868280646285,0.33160460233239863,0.14761732001331251,"(-13.488, 7.845)","(9.22, 56.733)"
0.12063373553578649,0.4277576317421925,0.24655188916556126,"(-13.488, 7.845)","(-4.186, 55.69)"
0.12971932801893332,0.3481345881110576,0.1628927991919204,"(-13.488, 7.845)","(-9.342, 53.768)"
0.12511297530015508,0.4022181707337378,0.2182419376337835,"(-13.488, 7.845)","(0.243, 51.961)"
0.1272603833107656,0.404055781331051,0.21794977476432795,"(-13.488, 7.845)","(-4.676, 50.196)"
0.10838718998831198,0.38479389687837884,0.21758320903116732,"(-13.488, 7.845)","(-8.873, 42.835)"
0.1307597791718557,0.34627626028928127,0.16015902690456843,"(-13.488, 7.845)","(-2.795, 43.055)"
0.11163754536975085,0.3900855699622223,0.21950832916389315,"(-13.488, 7.845)","(-3.923, 41.231)"
0.11878141537592832,0.35189856839834466,0.17675781884855926,"(-13.488, 7.845)","(-4.994, 39.39)"
0.10899500652979277,0.40799224391967837,0.23888782272404255,"(-13.488, 7.845)","(-6.012, 37.534)"
0.029492272812778303,0.23387658782943888,0.14966053514300387,"(-13.488, 7.845)","(-7.912, 33.785)"
-0.04377759455651545,0.1806408815838667,0.1685542952255806,"(-13.488, 7.845)","(-9.655, 30.0)"
0.049551833857823246,0.5050467298555974,0.3864771925490358,"(-13.488, 7.845)","(-15.471, 27.466)"
0.012023310697715311,0.23206896642943953,0.16443038810637747,"(-13.488, 7.845)","(-12.981, 27.809)"
-0.04658338927921765,0.11541652657888157,0.10968877570667629,"(-13.488, 7.845)","(-16.201, 12.895)"
0.026215575969104288,0.29004730114809263,0.20572403079931265,"(-13.488, 7.845)","(-8.807, 26.434)"
0.12374165958789424,0.3856991143588555,0.2039564491571142,"(-13.488, 7.845)","(-0.919, 41.31)"
0.13222410481056854,0.33587716913704835,0.14897090930765333,"(-13.488, 7.845)","(0.306, 43.092)"
0.12473663353644665,0.35616722918827026,0.17516726508747615,"(-13.488, 7.845)","(2.972, 46.575)"
0.11726452467312873,0.33119601597222736,0.15866425918378085,"(-12.263, 11.534)","(11.25, 60.177)"
0.11691547398296698,0.32778000722932266,0.155771881046558,"(-12.263, 11.534)","(-3.393, 59.851)"
0.11792322779770287,0.32981057635914723,0.15673647482479158,"(-12.263, 11.534)","(-20.259, 63.678)"
0.11893579772978946,0.3003342452757911,0.12798308817636692,"(-12.263, 11.534)","(9.22, 56.733)"
0.10887746567073198,0.3951502580510109,0.22688768906679713,"(-12.263, 11.534)","(-4.186, 55.69)"
0.12021125578205641,0.31775875609077087,0.14321289124000972,"(-12.263, 11.534)","(-9.342, 53.768)"
0.11545692059622187,0.3717074968481757,0.19857442228348246,"(-12.263, 11.534)","(0.243, 51.961)"
