0.000000000000000000e+00,1.500000000000000000e+01,2.571368757469721089e+01
0.000000000000000000e+00,1.000000000000000000e+00,2.577223153080095130e+01
1.000000000000000000e+00,1.600000000000000000e+01,2.564547820993208305e+01
1.000000000000000000e+00,2.000000000000000000e+00,2.574629935923467983e+01
1.000000000000000000e+00,1.500000000000000000e+01,2.570893277006133815e+01
2.000000000000000000e+00,4.000000000000000000e+00,2.555959084291815131e+01
2.000000000000000000e+00,1.700000000000000000e+01,2.556210966889589642e+01
2.000000000000000000e+00,1.600000000000000000e+01,2.566024610388775073e+01
2.000000000000000000e+00,3.000000000000000000e+00,2.561475305715119788e+01
3.000000000000000000e+00,4.000000000000000000e+00,2.552924016988947287e+01
3.000000000000000000e+00,5.000000000000000000e+00,2.546652720656346958e+01
4.000000000000000000e+00,6.000000000000000000e+00,2.548677745250869719e+01
4.000000000000000000e+00,1.800000000000000000e+01,2.551602197270323558e+01
4.000000000000000000e+00,5.000000000000000000e+00,2.556450567488701253e+01
4.000000000000000000e+00,1.700000000000000000e+01,2.554852916077007308e+01
5.000000000000000000e+00,6.000000000000000000e+00,2.549509914053373905e+01
5.000000000000000000e+00,7.000000000000000000e+00,2.548456092605877998e+01
5.000000000000000000e+00,1.206000000000000000e+03,2.543034080570810218e+01
6.000000000000000000e+00,1.900000000000000000e+01,2.549058869694991358e+01
6.000000000000000000e+00,1.800000000000000000e+01,2.550088930240476870e+01
6.000000000000000000e+00,8.000000000000000000e+00,2.551862507026872606e+01
6.000000000000000000e+00,7.000000000000000000e+00,2.551937921087227323e+01
7.000000000000000000e+00,8.000000000000000000e+00,2.550673805268070993e+01
7.000000000000000000e+00,9.000000000000000000e+00,2.551328128266954565e+01
7.000000000000000000e+00,1.206000000000000000e+03,2.550448390520298503e+01
7.000000000000000000e+00,1.205000000000000000e+03,2.551106894838768824e+01
8.000000000000000000e+00,1.000000000000000000e+01,2.548941949287073427e+01
8.000000000000000000e+00,2.000000000000000000e+01,2.545949422425381314e+01
8.000000000000000000e+00,1.900000000000000000e+01,2.549478970965757085e+01
8.000000000000000000e+00,9.000000000000000000e+00,2.547736078070665400e+01
9.000000000000000000e+00,1.000000000000000000e+01,2.546855256164630532e+01
9.000000000000000000e+00,1.100000000000000000e+01,2.548448484729501828e+01
9.000000000000000000e+00,1.205000000000000000e+03,2.553527501988649462e+01
1.000000000000000000e+01,1.200000000000000000e+01,2.541116796071063888e+01
1.000000000000000000e+01,2.000000000000000000e+01,2.535257473106154791e+01
1.000000000000000000e+01,2.100000000000000000e+01,2.542378642397219934e+01
1.000000000000000000e+01,1.100000000000000000e+01,2.536951869106548685e+01
1.100000000000000000e+01,1.200000000000000000e+01,2.533049248171002432e+01
1.200000000000000000e+01,2.100000000000000000e+01,2.516183629332924099e+01
1.200000000000000000e+01,1.300000000000000000e+01,2.527871205984158465e+01
1.200000000000000000e+01,2.200000000000000000e+01,2.517682120751264563e+01
1.300000000000000000e+01,2.300000000000000000e+01,2.496932746429939698e+01
1.300000000000000000e+01,1.400000000000000000e+01,2.506759531278248687e+01
1.300000000000000000e+01,2.200000000000000000e+01,2.494065423876830323e+01
1.400000000000000000e+01,2.400000000000000000e+01,2.488741967139704769e+01
1.400000000000000000e+01,2.300000000000000000e+01,2.479930226930828852e+01
1.500000000000000000e+01,2.600000000000000000e+01,2.574663131458283161e+01
1.500000000000000000e+01,1.600000000000000000e+01,2.583700085915324607e+01
1.500000000000000000e+01,2.700000000000000000e+01,2.581290000456386124e+01
1.600000000000000000e+01,2.700000000000000000e+01,2.566755097504962535e+01
1.600000000000000000e+01,2.800000000000000000e+01,2.577552083312902198e+01
1.600000000000000000e+01,1.700000000000000000e+01,2.572938840780355463e+01
1.700000000000000000e+01,2.900000000000000000e+01,2.559026549828385555e+01
1.700000000000000000e+01,2.800000000000000000e+01,2.567624521877666766e+01
1.700000000000000000e+01,1.800000000000000000e+01,2.563688634949999923e+01
1.800000000000000000e+01,2.900000000000000000e+01,2.553932947271045961e+01
1.800000000000000000e+01,3.000000000000000000e+01,2.559166930768368786e+01
1.800000000000000000e+01,1.900000000000000000e+01,2.558150931364816572e+01
1.900000000000000000e+01,3.100000000000000000e+01,2.548515004572251996e+01
1.900000000000000000e+01,3.000000000000000000e+01,2.554528251910261716e+01
1.900000000000000000e+01,2.000000000000000000e+01,2.552413757085665935e+01
2.000000000000000000e+01,3.200000000000000000e+01,2.537310013672592035e+01
2.000000000000000000e+01,3.100000000000000000e+01,2.546278982352466258e+01
2.000000000000000000e+01,2.100000000000000000e+01,2.541622155263534566e+01
2.100000000000000000e+01,3.200000000000000000e+01,2.519299175114324640e+01
2.100000000000000000e+01,2.200000000000000000e+01,2.532437087718134450e+01
2.100000000000000000e+01,3.300000000000000000e+01,2.524125453494573179e+01
2.200000000000000000e+01,3.400000000000000000e+01,2.497947504042443256e+01
2.200000000000000000e+01,3.300000000000000000e+01,2.512272014001058551e+01
2.200000000000000000e+01,2.300000000000000000e+01,2.501150755310564122e+01
2.300000000000000000e+01,3.400000000000000000e+01,2.482743606118682322e+01
2.300000000000000000e+01,2.400000000000000000e+01,2.490277035853705101e+01
2.300000000000000000e+01,3.500000000000000000e+01,2.477277425007618916e+01
2.400000000000000000e+01,3.500000000000000000e+01,2.470075466347570980e+01
2.400000000000000000e+01,2.500000000000000000e+01,2.473292198051054314e+01
2.400000000000000000e+01,3.600000000000000000e+01,2.464788485365334125e+01
2.500000000000000000e+01,3.600000000000000000e+01,2.452724154566385550e+01
2.500000000000000000e+01,3.700000000000000000e+01,2.438094126874222312e+01
2.600000000000000000e+01,4.000000000000000000e+01,2.586287224376429350e+01
2.600000000000000000e+01,2.700000000000000000e+01,2.594055243864127647e+01
2.600000000000000000e+01,3.900000000000000000e+01,2.593884988316356655e+01
2.700000000000000000e+01,2.800000000000000000e+01,2.579837160883803904e+01
2.700000000000000000e+01,4.100000000000000000e+01,2.590595066335505692e+01
2.700000000000000000e+01,4.000000000000000000e+01,2.587530780510706663e+01
2.800000000000000000e+01,2.900000000000000000e+01,2.570652248299400355e+01
2.800000000000000000e+01,4.100000000000000000e+01,2.583624986154695691e+01
2.800000000000000000e+01,4.200000000000000000e+01,2.576563114054280845e+01
2.900000000000000000e+01,3.000000000000000000e+01,2.563042800827813750e+01
2.900000000000000000e+01,4.300000000000000000e+01,2.571067047589136223e+01
2.900000000000000000e+01,4.200000000000000000e+01,2.569944010128309486e+01
3.000000000000000000e+01,3.100000000000000000e+01,2.555515494258186493e+01
3.000000000000000000e+01,4.300000000000000000e+01,2.564558873050356880e+01
3.000000000000000000e+01,4.400000000000000000e+01,2.561245866479204025e+01
3.100000000000000000e+01,4.400000000000000000e+01,2.543452043450827915e+01
3.100000000000000000e+01,3.200000000000000000e+01,2.554323902742426000e+01
3.100000000000000000e+01,4.500000000000000000e+01,2.549328746923089284e+01
3.200000000000000000e+01,3.300000000000000000e+01,2.525781864451697700e+01
3.200000000000000000e+01,4.600000000000000000e+01,2.539727382339451367e+01
3.200000000000000000e+01,4.500000000000000000e+01,2.532330962722545920e+01
3.300000000000000000e+01,4.700000000000000000e+01,2.502484837698485265e+01
3.300000000000000000e+01,3.400000000000000000e+01,2.519344423693977930e+01
3.300000000000000000e+01,4.600000000000000000e+01,2.509493430790997692e+01
3.400000000000000000e+01,3.500000000000000000e+01,2.477732058514601832e+01
3.400000000000000000e+01,4.800000000000000000e+01,2.495343182689166639e+01
3.400000000000000000e+01,4.700000000000000000e+01,2.485367989580909054e+01
3.500000000000000000e+01,4.900000000000000000e+01,2.468469330643468140e+01
3.500000000000000000e+01,3.600000000000000000e+01,2.474664905724848651e+01
3.500000000000000000e+01,4.800000000000000000e+01,2.469697335414111095e+01
3.600000000000000000e+01,3.700000000000000000e+01,2.441309630522443896e+01
3.600000000000000000e+01,4.900000000000000000e+01,2.450199949128624155e+01
3.600000000000000000e+01,5.000000000000000000e+01,2.437014374870799571e+01
3.700000000000000000e+01,5.000000000000000000e+01,2.414433331819639506e+01
3.700000000000000000e+01,3.800000000000000000e+01,2.418515721433724863e+01
3.700000000000000000e+01,5.100000000000000000e+01,2.404188889635113568e+01
3.800000000000000000e+01,5.200000000000000000e+01,2.388303471579975223e+01
3.800000000000000000e+01,5.100000000000000000e+01,2.384223259641622761e+01
3.900000000000000000e+01,4.000000000000000000e+01,2.597348030836326060e+01
3.900000000000000000e+01,5.300000000000000000e+01,2.604883447064179336e+01
4.000000000000000000e+01,4.100000000000000000e+01,2.594264428649366394e+01
4.000000000000000000e+01,5.300000000000000000e+01,2.602009235139973242e+01
4.000000000000000000e+01,5.400000000000000000e+01,2.601316958802918577e+01
4.100000000000000000e+01,4.200000000000000000e+01,2.587860741011876797e+01
4.100000000000000000e+01,5.500000000000000000e+01,2.599800771742740579e+01
4.100000000000000000e+01,5.400000000000000000e+01,2.597082719639911375e+01
4.200000000000000000e+01,4.300000000000000000e+01,2.578042648741127252e+01
4.200000000000000000e+01,5.500000000000000000e+01,2.595798759987802740e+01
4.200000000000000000e+01,5.600000000000000000e+01,2.590960889963221447e+01
4.300000000000000000e+01,5.700000000000000000e+01,2.567204833348174020e+01
4.300000000000000000e+01,4.400000000000000000e+01,2.581816496396652738e+01
4.300000000000000000e+01,5.600000000000000000e+01,2.574303160547750124e+01
4.400000000000000000e+01,4.500000000000000000e+01,2.554008795378798169e+01
4.400000000000000000e+01,5.800000000000000000e+01,2.566829959346204149e+01
4.400000000000000000e+01,5.700000000000000000e+01,2.560969352080822858e+01
